part_number,series,family,peripheral,role,pad,routing,signal,#,confidence,basis
CH32V003A4M6,CH32V003,CH32V003,TIM2,CH3,PC0,default,T2CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM2,CH3,PC0,remap-2,T2CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM2,CH3,PD6,remap-3,T2CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM2,CH4,PC1,remap-1,T2CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM2,CH4,PD5,remap-3,T2CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM2,CH4,PD7,default,T2CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,TIM2,CH4,PD7,remap-2,T2CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,USART1,CK,PD4,default,UCK,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,USART1,CK,PD7,remap-1,UCK,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,USART1,CK,PD7,remap-2,UCK,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,USART1,CTS,PC3,remap-1,UCTS,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,USART1,CTS,PC6,remap-2,UCTS,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,USART1,CTS,PC6,remap-3,UCTS,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,USART1,RTS,PC2,default,URTS,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,USART1,RTS,PC2,remap-1,URTS,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,USART1,RTS,PC7,remap-2,URTS,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,USART1,RTS,PC7,remap-3,URTS,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,USART1,RX,PC1,remap-3,URX,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,USART1,RX,PD1,remap-1,URX,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,USART1,RX,PD5,remap-2,URX,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,USART1,RX,PD6,default,URX,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,USART1,TX,PC0,remap-3,UTX,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,USART1,TX,PD5,default,UTX,#,confirmed,pin-table:zh+pin-table:en
CH32V003A4M6,CH32V003,CH32V003,USART1,TX,PD6,remap-2,UTX,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,ADC1,IN0,PA2,default,A0,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,ADC1,IN1,PA1,default,A1,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,ADC1,IN2,PC4,default,A2,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,ADC1,IN3,PD2,default,A3,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,ADC1,IN4,PD3,default,A4,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,ADC1,IN5,PD5,default,A5,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,ADC1,IN6,PD6,default,A6,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,ADC1,IN7,PD4,default,A7,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,I2C1,SCL,PC2,default,SCL,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,I2C1,SCL,PC5,remap-2,SCL,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,I2C1,SCL,PC5,remap-3,SCL,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,I2C1,SCL,PD1,remap-1,SCL,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,I2C1,SDA,PC1,default,SDA,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,I2C1,SDA,PC6,remap-2,SDA,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,I2C1,SDA,PC6,remap-3,SDA,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,I2C1,SDA,PD0,remap-1,SDA,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,OPA1,N0,PA1,default,OPN0,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,OPA1,N1,PD0,default,OPN1,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,OPA1,OUT,PD4,default,OPO,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,OPA1,P0,PA2,default,OPP0,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,OPA1,P1,PD7,default,OPP1,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,OSC,IN,PA1,,OSCI,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,OSC,OUT,PA2,,OSCO,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,RCC,MCO,PC4,default,MCO,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,SDI,SWDIO,PD1,default,SWIO,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,SPI1,MISO,PC7,default,MISO,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,SPI1,MISO,PC7,remap-1,MISO,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,SPI1,MOSI,PC6,default,MOSI,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,SPI1,MOSI,PC6,remap-1,MOSI,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,SPI1,NSS,PC0,remap-1,NSS,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,SPI1,NSS,PC1,default,NSS,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,SPI1,SCK,PC5,default,SCK,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,SPI1,SCK,PC5,remap-1,SCK,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,SYS,NRST,PD7,default,NRST,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,BKIN,PC1,remap-1,T1BKIN,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,BKIN,PC1,remap-3,T1BKIN,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,BKIN,PC2,default,T1BKIN,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,BKIN,PC2,remap-2,T1BKIN,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH1,PC4,remap-3,T1CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH1,PC6,remap-1,T1CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH1,PD2,default,T1CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH1,PD2,remap-2,T1CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH1N,PC3,remap-1,T1CH1N,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH1N,PC3,remap-3,T1CH1N,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH1N,PD0,default,T1CH1N,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH1N,PD0,remap-2,T1CH1N,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH2,PA1,default,T1CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH2,PA1,remap-2,T1CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH2,PC7,remap-1,T1CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH2,PC7,remap-3,T1CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH2N,PA2,default,T1CH2N,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH2N,PA2,remap-2,T1CH2N,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH2N,PC4,remap-1,T1CH2N,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH2N,PD2,remap-3,T1CH2N,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH3,PC0,remap-1,T1CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH3,PC3,default,T1CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH3,PC3,remap-2,T1CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH3,PC5,remap-3,T1CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH3N,PC6,remap-3,T1CH3N,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH3N,PD1,default,T1CH3N,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH3N,PD1,remap-1,T1CH3N,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH3N,PD1,remap-2,T1CH3N,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH4,PC4,default,T1CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH4,PC4,remap-2,T1CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH4,PD3,remap-1,T1CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,CH4,PD4,remap-3,T1CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,ETR,PC2,remap-3,T1ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,ETR,PC5,default,T1ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM1,ETR,PC5,remap-1,T1ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM2,CH1_ETR,PC1,remap-2,T2CH1ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM2,CH1_ETR,PC1,remap-3,T2CH1ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM2,CH1_ETR,PC5,remap-1,T2CH1ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM2,CH1_ETR,PD4,default,T2CH1ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM2,CH2,PC2,remap-1,T2CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM2,CH2,PC7,remap-3,T2CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM2,CH2,PD3,default,T2CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM2,CH2,PD3,remap-2,T2CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM2,CH3,PC0,default,T2CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM2,CH3,PC0,remap-2,T2CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM2,CH3,PD2,remap-1,T2CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM2,CH3,PD6,remap-3,T2CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM2,CH4,PC1,remap-1,T2CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM2,CH4,PD5,remap-3,T2CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM2,CH4,PD7,default,T2CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,TIM2,CH4,PD7,remap-2,T2CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,USART1,CK,PC5,remap-3,UCK,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,USART1,CK,PD4,default,UCK,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,USART1,CK,PD7,remap-1,UCK,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,USART1,CK,PD7,remap-2,UCK,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,USART1,CTS,PC3,remap-1,UCTS,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,USART1,CTS,PC6,remap-2,UCTS,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,USART1,CTS,PC6,remap-3,UCTS,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,USART1,CTS,PD3,default,UCTS,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,USART1,RTS,PC2,default,URTS,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,USART1,RTS,PC2,remap-1,URTS,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,USART1,RTS,PC7,remap-2,URTS,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,USART1,RTS,PC7,remap-3,URTS,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,USART1,RX,PC1,remap-3,URX,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,USART1,RX,PD1,remap-1,URX,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,USART1,RX,PD5,remap-2,URX,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,USART1,RX,PD6,default,URX,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,USART1,TX,PC0,remap-3,UTX,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,USART1,TX,PD0,remap-1,UTX,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,USART1,TX,PD5,default,UTX,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4P6,CH32V003,CH32V003,USART1,TX,PD6,remap-2,UTX,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,ADC1,IN0,PA2,default,A0,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,ADC1,IN1,PA1,default,A1,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,ADC1,IN2,PC4,default,A2,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,ADC1,IN3,PD2,default,A3,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,ADC1,IN4,PD3,default,A4,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,ADC1,IN5,PD5,default,A5,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,ADC1,IN6,PD6,default,A6,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,ADC1,IN7,PD4,default,A7,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,I2C1,SCL,PC2,default,SCL,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,I2C1,SCL,PC5,remap-2,SCL,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,I2C1,SCL,PC5,remap-3,SCL,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,I2C1,SCL,PD1,remap-1,SCL,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,I2C1,SDA,PC1,default,SDA,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,I2C1,SDA,PC6,remap-2,SDA,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,I2C1,SDA,PC6,remap-3,SDA,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,I2C1,SDA,PD0,remap-1,SDA,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,OPA1,N0,PA1,default,OPN0,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,OPA1,N1,PD0,default,OPN1,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,OPA1,OUT,PD4,default,OPO,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,OPA1,P0,PA2,default,OPP0,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,OPA1,P1,PD7,default,OPP1,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,OSC,IN,PA1,,OSCI,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,OSC,OUT,PA2,,OSCO,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,RCC,MCO,PC4,default,MCO,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,SDI,SWDIO,PD1,default,SWIO,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,SPI1,MISO,PC7,default,MISO,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,SPI1,MISO,PC7,remap-1,MISO,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,SPI1,MOSI,PC6,default,MOSI,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,SPI1,MOSI,PC6,remap-1,MOSI,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,SPI1,NSS,PC0,remap-1,NSS,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,SPI1,NSS,PC1,default,NSS,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,SPI1,SCK,PC5,default,SCK,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,SPI1,SCK,PC5,remap-1,SCK,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,SYS,NRST,PD7,default,NRST,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,BKIN,PC1,remap-1,T1BKIN,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,BKIN,PC1,remap-3,T1BKIN,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,BKIN,PC2,default,T1BKIN,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,BKIN,PC2,remap-2,T1BKIN,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH1,PC4,remap-3,T1CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH1,PC6,remap-1,T1CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH1,PD2,default,T1CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH1,PD2,remap-2,T1CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH1N,PC3,remap-1,T1CH1N,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH1N,PC3,remap-3,T1CH1N,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH1N,PD0,default,T1CH1N,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH1N,PD0,remap-2,T1CH1N,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH2,PA1,default,T1CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH2,PA1,remap-2,T1CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH2,PC7,remap-1,T1CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH2,PC7,remap-3,T1CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH2N,PA2,default,T1CH2N,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH2N,PA2,remap-2,T1CH2N,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH2N,PC4,remap-1,T1CH2N,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH2N,PD2,remap-3,T1CH2N,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH3,PC0,remap-1,T1CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH3,PC3,default,T1CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH3,PC3,remap-2,T1CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH3,PC5,remap-3,T1CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH3N,PC6,remap-3,T1CH3N,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH3N,PD1,default,T1CH3N,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH3N,PD1,remap-1,T1CH3N,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH3N,PD1,remap-2,T1CH3N,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH4,PC4,default,T1CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH4,PC4,remap-2,T1CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH4,PD3,remap-1,T1CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,CH4,PD4,remap-3,T1CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,ETR,PC2,remap-3,T1ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,ETR,PC5,default,T1ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM1,ETR,PC5,remap-1,T1ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM2,CH1_ETR,PC1,remap-2,T2CH1ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM2,CH1_ETR,PC1,remap-3,T2CH1ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM2,CH1_ETR,PC5,remap-1,T2CH1ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM2,CH1_ETR,PD4,default,T2CH1ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM2,CH2,PC2,remap-1,T2CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM2,CH2,PC7,remap-3,T2CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM2,CH2,PD3,default,T2CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM2,CH2,PD3,remap-2,T2CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM2,CH3,PC0,default,T2CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM2,CH3,PC0,remap-2,T2CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM2,CH3,PD2,remap-1,T2CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM2,CH3,PD6,remap-3,T2CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V003F4U6,CH32V003,CH32V003,TIM2,CH4,PC1,remap-1,T2CH4,#,confirmed,pin-table:zh+pin-table:en
