family,group,example,description,#,confidence,basis,source
CH32V006,SPI,SPI_DMA,"SPI DMA, master/slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,SYSTICK,SYSTICK_Interrupt,systick interrupt routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,TIM,Clock_Select,clock source selection routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,TIM,ComplementaryOutput_DeadTime,complementary output and deadband insertion mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,TIM,Encode,Timer encoder mode routines,#,reference,evt:list-en,CH32V00X_List_EN.txt
CH32V006,TIM,Encoder,,#,confirmed,evt:tree+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,TIM,ExtTrigger_Start_Two_Timer,external trigger routine to start two timers synchronously,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,TIM,Input_Capture,input capture routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,TIM,One_Pulse,single pulse output routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,TIM,Output_Compare_Mode,output comparison mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,TIM,PWM_Output,PWM output routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,TIM,SLTIM_DMA,Streamlining Timers DMA routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,TIM,Synchro_ExtTrigger,"slave mode routine, including reset mode, gating mode and trigger mode",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,TIM,Synchro_Timer,timer synchronization mode,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,TIM,TIM_DMA,timer DMA routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,TOUCHKEY,DOC_SCH_PCB,Schematic diagrams and instructions for use,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,TOUCHKEY,TKYLIB,Touch Button Library,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,TOUCHKEY,TOUCHKEY,touchkey detection routine,#,confirmed,evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,TOUCHKEY,Touch_EX001,Comprehensive demonstration of touch keys,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,TOUCHKEY,Touch_EX002,8 Key Touch Routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,USART,USART_DMA,"USART DMA, master/slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,USART,USART_HalfDuplex,"single wire half duplex mode, master/slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,USART,USART_HardwareFlowControl,"hardware flow control mode, master/slave mode, transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,USART,USART_Idle_Recv,Serial port using DMA for indeterminate length reception routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,USART,USART_Interrupt,"USART interrupt routine, master/slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,USART,USART_MultiProcessorCommunication,multiprocessor communication mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,USART,USART_Polling,"polling transceiver mode, master/slave transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,USART,USART_Printf,USART Print debugging routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,USART,USART_SynchronousMode,"synchronous mode, master/slave mode, transceiver routine",#,confirmed,evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V006,WWDG,WWDG,window watchdog routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V00X_List_EN.txt
CH32V103,ADC,ADC_DMA,ADC uses DMA sampling routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,ADC,AnalogWatchdog,analog watchdog routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,ADC,Auto_Injection,automatic injection mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,ADC,Discontinuous_mode,discontinuous mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,ADC,ExtLines_Trigger,external lines trigger ADC conversion routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,ADC,Internal_Temperature,internal temperature sensor routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,ADC,TIM_Trigger,TIM trigger ADC conversion routine,#,confirmed,evt:tree+evt:list-en,CH32V103_List_EN.txt
CH32V103,ADC,TIM_trigger,,#,confirmed,evt:tree+evt:list-zh,CH32V103_List_EN.txt
CH32V103,ADC,Temperature_External_channel,Temperature-External channel Injection alternating inversion routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,APPLICATION,WS2812_LED,,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,APPLICATION,WS2812_LED/WS2812_LED,SPI\PWM Operates WS2812_LED routine,#,confirmed,evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,BKP,BKP,BKP routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,CRC,CRC_Calculation,CRC routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,DMA,DMA_MEM2MEM,memory to memory mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,DMA,DMA_MEM2PERIP,see each peripheral subroutine for memory to peripheral mode and peripheral to memory mode routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,EXTI,EXTI0,External Interrupt Routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,FLASH,FLASH_Program,"FLASH erase/read/write, and fast programming",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,FreeRTOS,FreeRTOS_Core,FreeRTOS migration routines,#,confirmed,evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,GPIO,GPIO_Toggle,GPIO routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,HarmonyOS,LiteOS_m,HarmonyOS migration routine,#,confirmed,evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,I2C,I2C_10bit_Mode,"10 bit address mode, master / slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,I2C,I2C_7bit_Interrupt_Mode,Use interrupt to receive and send routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,I2C,I2C_7bit_Mode,"7-bit address mode, master / slave mode, transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,I2C,I2C_DMA,"I2C uses DMA, master / slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,I2C,I2C_EEPROM,I2C interface operation EEPROM peripheral routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,I2C,I2C_PEC,use PEC error check and master / slave mode transceiver routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,IAP,UART_USB_IAP,IAP Upgrade Routine - Built-in Hex to Bin Tool and IAP Upgrade Tool,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,IWDG,IWDG,Independent Watchdog routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,PWR,PVD_VoltageJudger,PVD voltage Judger Routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,PWR,PVD_Wakeup,STOP mode PVD wakeup MCU Routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,PWR,Sleep_Mode,"low power consumption, sleep mode routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,PWR,Standby_Mode,"low power consumption, standby mode routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,PWR,Stop_Mode,"low power consumption, stop mode routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,RCC,HSE_CLK,HSE frequency check routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,RCC,HSI_Calibration,HSI calibrate routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,RCC,HSI_PLL_Source,HSI or HSI/2 as PLL input clock routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,RCC,LSI_Calibration,,#,confirmed,evt:tree+evt:list-zh,CH32V103_List_EN.txt
CH32V103,RCC,MCO,MCO pin clock output routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,RT-Thread,RT_Thread_Core,RT-Thread migration routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,RTC,RTC_Calendar,Calendar Routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,RTC,RTC_Calibration,RTC calibrate Routines,#,confirmed,evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,SPI,1Lines_half-duplex,"single wire half duplex mode, master / slave mode, data transceiver",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,SPI,2Lines_FullDuplex,"two-wire full duplex mode, master / slave mode, data transceiver",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,SPI,FullDuplex_HardNSS,"Hardware NSS mode, master / slave mode, data transceiver",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,SPI,SPI_CRC,use CRC error check and master / slave mode transceiver routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,SPI,SPI_DMA,"SPI uses DMA, master / slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,SPI,SPI_FLASH,SPI interface operation flash peripheral routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,SPI,SPI_LCD,SPI interface operation FLASH  and LCD peripheral routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,SYSTICK,SYSTICK_Interrupt,Systick timer routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,TIM,Clock_Select,clock source selection routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,TIM,ComplementaryOutput_DeadTime,complementary output and deadband insertion mode routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,TIM,Encode,Timer encoder mode routines,#,reference,evt:list-en,CH32V103_List_EN.txt
CH32V103,TIM,Encoder,,#,confirmed,evt:tree+evt:list-zh,CH32V103_List_EN.txt
CH32V103,TIM,ExtTrigger_Start_Two_Timer,external trigger starts two timer routines synchronously,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,TIM,Input_Capture,input capture routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,TIM,One_Pulse,single pulse output routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,TIM,Output_Compare_Mode,output comparison mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,TIM,PWM_6_Step,Timer 6_Step PWM routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,TIM,PWM_Output,PWM output routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,TIM,PWM_Phase_shifted,Timer PWM Phase shifted routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,TIM,Synchro_ExtTrigger,"slave mode routine, including reset mode, gating mode and trigger mode",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,TIM,Synchro_Timer,timer synchronization mode,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,TIM,TIM_Continuous,Timer continuous routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,TIM,TIM_DMA,the timer uses DMA routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,TIM,TIM_INT,Timer interput mode routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,TOUCHKEY,TKey,TouchKey Detection Routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,TencentOS,TencentOS,TencentOS migration routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,USART,USART_DMA,"USART uses DMA, master / slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,USART,USART_HalfDuplex,"single wire half duplex mode, master / slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,USART,USART_HardwareFlowControl,"hardware flow control mode, master / slave mode, transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,USART,USART_Idle_Recv,USART use DMA receiving indeterminate length data routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,USART,USART_Interrupt,"USART interrupt routine, master / slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,USART,USART_MultiProcessorCommunication,multiprocessor communication mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,USART,USART_Polling,"polling transceiver mode, master / slave transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,USART,USART_Printf,USART Print debugging routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,USART,USART_SynchronousMode,"synchronous mode, master / slave mode, transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,USB,USBFS,,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,USB,USBFS/DEVICE,,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,USB,USBFS/DEVICE/CH372,"Simulates a custom USB device (CH372 device) with endpoints 1, 3, 5 down and 2, 4, 6 up. Data down from endpoint 1 is uploaded from endpoint 2 and not reversed, and data down from endpoint 3, 5 is uploaded from endpoint 4,6 and reversed.",#,confirmed,evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,USB,USBFS/DEVICE/Compatibility_HID,"Simulates HID devices, with data transmitted up and down through the serial port.",#,confirmed,evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,USB,USBFS/DEVICE/CompositeKM,"Simulate keyboard and mouse, use IO to simulate keystrokes, while simulated data can be uploaded through serial port 2.",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,USB,USBFS/DEVICE/CompositeKM_LowSpeed,"Simulate low speed keyboard and mouse, use IO to simulate keystrokes, while simulated data can be uploaded through serial port 2.",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,USB,USBFS/DEVICE/MSC_CD-ROM,"Simulate CDROM, need external SPI-Flash",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,USB,USBFS/DEVICE/MSC_U-Disk,"Smulates a simple USB flash drive, optionally using on-chip Flash or external SPI-Flash",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,USB,USBFS/DEVICE/SimulateCDC,Simulate a CDC serial port and use serial port 2 to send and receive.,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,USB,USBFS/HOST_IAP,,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,USB,USBFS/HOST_IAP/APP,"APP used with HOST_IAP, the project has modified the starting location of the program, after compilation, you need to convert the file into a bin file and rename it to APP.bin",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,USB,USBFS/HOST_IAP/HOST_IAP,"The host U disk IAP routine based on the U disk read file routine finishing, read the file with the name bit APP.bin from the U disk, write it to the internal flash, check it and jump automatically.",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,USB,USBFS/HOST_KM,"The host operates the keypad, gets the data of the endpoints uploaded by the keypad and prints it, supports U-port under level 1 hub",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,USB,USBFS/HOST_MTP_FileSystem,"Enumeration process of a USB host to a device that supports MTP and PTP protocols, supports MTP and PTP protocols, and reads its files",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,USB,USBFS/Host_Udisk,USB host operation USB disk routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,USB,USBFS/Udisk_Lib,U disk file system library file,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V103,WWDG,WWDG,Window Watchdog Routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V103_List_EN.txt
CH32V205,ADC,ADC_DMA,ADC DMA sampling routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V205_List_EN.txt
CH32V205,ADC,ADC_PGA,ADC PGA sampling routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V205_List_EN.txt
CH32V205,ADC,AnalogWatchdog,analog watchdog routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V205_List_EN.txt
CH32V205,ADC,Auto_Injection,automatic injection mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V205_List_EN.txt
CH32V205,ADC,Discontinuous_mode,discontinuous mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V205_List_EN.txt
CH32V205,ADC,ExtLines_Trigger,external lines trigger ADC conversion routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V205_List_EN.txt
CH32V205,ADC,Internal_Temperature,internal temperature sensor routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V205_List_EN.txt
CH32V205,APPLICATION,CoreMark,CoreMark routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V205_List_EN.txt
CH32V205,APPLICATION,SoftUART,I/O port simulation serial port routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V205_List_EN.txt
CH32V205,APPLICATION,WS2812_LED,SPI\PWM Operates WS2812_LED routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V205_List_EN.txt
CH32V205,BKP,BKP,BKP routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V205_List_EN.txt
CH32V205,CAN,Networking,"CAN routine: normal mode, standard frame and expanded frame data transceiver",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V205_List_EN.txt
CH32V205,CAN,TestMode,"test mode, including silent mode, loopback mode and loopback silent mode",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V205_List_EN.txt
CH32V205,CAN,Time-triggered,time triggered communication mode,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V205_List_EN.txt
CH32V205,CRC,CRC_Calculation,CRC routine,#,confirmed,evt:list-en+evt:list-zh,CH32V205_List_EN.txt
CH32V205,DMA,DMA_MEM2MEM,memory to memory mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V205_List_EN.txt
CH32V205,DMA,DMA_MEM2PERIP,see each peripheral subroutine for memory to peripheral mode and peripheral to memory mode routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V205_List_EN.txt
CH32V205,DMA,DoubleBuffer_DMA,,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V205_List_EN.txt
CH32V205,EXTI,EXTI0,,#,reference,evt:list-zh,CH32V205_List_EN.txt
CH32V205,FLASH,FLASH_Program,"FLASH erase/read/write, and fast programming",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V205_List_EN.txt
CH32V205,FSMC,LCD,FSMC routine to operate TFTLCD,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V205_List_EN.txt
CH32V205,FSMC,NANDFLASH,FSMC routine to operate NANDFLASH,#,confirmed,evt:list-en+evt:list-zh,CH32V205_List_EN.txt
CH32V205,FSMC,NORFLASH,FSMC routine to operate NORFLASH,#,confirmed,evt:list-en+evt:list-zh,CH32V205_List_EN.txt
CH32V205,FSMC,SRAM,FSMC routine to operate NOR_ SRAM,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V205_List_EN.txt
CH32V205,GPIO,GPIO_Toggle,GPIO routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V205_List_EN.txt
