part_number,series,family,pin,pad,port,gpio,kind,peripheral,role,signal,route,selector,value,af,#,confidence,basis
CH32V467VET6,CH32V467,CH32V407,61,PD14,D,14,gpio,USART10,RTS,USART10_RTS,remap-2,afio-usart10-remap,2,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,61,PD14,D,14,gpio,USART10,RTS,USART10_RTS,remap-3,afio-usart10-remap,3,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,62,PD15,D,15,gpio,ETH,LED1,LED1,remap-1,afio-ethphy-led-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,62,PD15,D,15,gpio,FSMC,D1,FSMC_D1,,,,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,62,PD15,D,15,gpio,FSMC,D1,FSMC_D1,default,afio-fsmc-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,62,PD15,D,15,gpio,TIM4,CH4,TIM4_CH4,remap-1,afio-tim4-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,63,PC6,C,6,gpio,I2S2,MCK,I2S2_MCK,default,,,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,63,PC6,C,6,gpio,SDIO,D6,SDIO_D6,default,afio-sdio-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,63,PC6,C,6,gpio,TIM3,CH1,TIM3_CH1,remap-3,afio-tim3-remap,3,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,63,PC6,C,6,gpio,TIM8,CH1,TIM8_CH1,default,afio-tim8-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,64,PC7,C,7,gpio,I2S3,MCK,I2S3_MCK,default,afio-spi3-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,64,PC7,C,7,gpio,SDIO,D7,SDIO_D7,default,afio-sdio-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,64,PC7,C,7,gpio,TIM3,CH2,TIM3_CH2,remap-3,afio-tim3-remap,3,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,64,PC7,C,7,gpio,TIM8,CH2,TIM8_CH2,default,afio-tim8-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,65,PC8,C,8,gpio,DVP,D2,DVP_D2,default,afio-dvp-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,65,PC8,C,8,gpio,SDIO,D0,SDIO_D0,default,afio-sdio-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,65,PC8,C,8,gpio,TIM3,CH3,TIM3_CH3,remap-3,afio-tim3-remap,3,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,65,PC8,C,8,gpio,TIM8,CH3,TIM8_CH3,default,afio-tim8-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,65,PC8,C,8,gpio,USART7,CTS,USART7_CTS,remap-3,afio-usart7-remap,3,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,66,PC9,C,9,gpio,DVP,D3,DVP_D3,default,afio-dvp-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,66,PC9,C,9,gpio,SDIO,D1,SDIO_D1,default,afio-sdio-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,66,PC9,C,9,gpio,TIM3,CH4,TIM3_CH4,remap-3,afio-tim3-remap,3,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,66,PC9,C,9,gpio,TIM8,CH4,TIM8_CH4,default,afio-tim8-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,66,PC9,C,9,gpio,USART7,RTS,USART7_RTS,remap-3,afio-usart7-remap,3,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,67,PA8,A,8,gpio,DVP,D2,DVP_D2,remap-1,afio-dvp-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,67,PA8,A,8,gpio,I2S3,MCK,I2S3_MCK,default,afio-spi3-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,67,PA8,A,8,gpio,LTDC,B4,LTDC_B4,default,afio-ltdc-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,67,PA8,A,8,gpio,LTDC,B4,LTDC_B4,remap-1,afio-ltdc-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,67,PA8,A,8,gpio,RCC,MCO,MCO,default,,,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,67,PA8,A,8,gpio,TIM1,CH1,TIM1_CH1,default,afio-tim1-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,67,PA8,A,8,gpio,TIM1,CH1,TIM1_CH1,remap-1,afio-tim1-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,67,PA8,A,8,gpio,USART1,CK,USART1_CK,default,afio-usart1-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,67,PA8,A,8,gpio,USART1,CK,USART1_CK,remap-1,afio-usart1-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,67,PA8,A,8,gpio,USART1,RX,USART1_RX,remap-2,afio-usart1-remap,2,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,67,PA8,A,8,gpio,USART7,CK,USART7_CK,remap-2,afio-usart7-remap,2,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,67,PA8,A,8,gpio,USART7,CK,USART7_CK,remap-3,afio-usart7-remap,3,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,68,PA9,A,9,gpio,DVP,D0,DVP_D0,default,afio-dvp-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,68,PA9,A,9,gpio,DVP,D0,DVP_D0,remap-1,afio-dvp-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,68,PA9,A,9,gpio,LTDC,DE,LTDC_DE,remap-1,afio-ltdc-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,68,PA9,A,9,gpio,SDIO,D6,SDIO_D6,remap-1,afio-sdio-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,68,PA9,A,9,gpio,TIM1,CH2,TIM1_CH2,default,afio-tim1-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,68,PA9,A,9,gpio,TIM1,CH2,TIM1_CH2,remap-1,afio-tim1-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,68,PA9,A,9,gpio,USART1,RTS,USART1_RTS,remap-2,afio-usart1-remap,2,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,68,PA9,A,9,gpio,USART1,TX,USART1_TX,default,afio-usart1-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,68,PA9,A,9,gpio,USART7,TX,USART7_TX,remap-2,afio-usart7-remap,2,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,68,PA9,A,9,gpio,USART7,TX,USART7_TX,remap-3,afio-usart7-remap,3,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,69,PA10,A,10,gpio,DVP,D1,DVP_D1,default,afio-dvp-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,69,PA10,A,10,gpio,DVP,D1,DVP_D1,remap-1,afio-dvp-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,69,PA10,A,10,gpio,LTDC,CLK,LTDC_CLK,remap-1,afio-ltdc-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,69,PA10,A,10,gpio,SDIO,D7,SDIO_D7,remap-1,afio-sdio-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,69,PA10,A,10,gpio,TIM1,CH3,TIM1_CH3,default,afio-tim1-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,69,PA10,A,10,gpio,TIM1,CH3,TIM1_CH3,remap-1,afio-tim1-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,69,PA10,A,10,gpio,USART1,CK,USART1_CK,remap-2,afio-usart1-remap,2,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,69,PA10,A,10,gpio,USART1,RX,USART1_RX,default,afio-usart1-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,69,PA10,A,10,gpio,USART7,RX,USART7_RX,remap-2,afio-usart7-remap,2,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,69,PA10,A,10,gpio,USART7,RX,USART7_RX,remap-3,afio-usart7-remap,3,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,70,PA11,A,11,gpio,CAN1,RX,CAN_RX,default,afio-can-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,70,PA11,A,11,gpio,TIM1,CH4,TIM1_CH4,default,afio-tim1-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,70,PA11,A,11,gpio,TIM1,CH4,TIM1_CH4,remap-1,afio-tim1-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,70,PA11,A,11,gpio,USART1,CTS,USART1_CTS,default,afio-usart1-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,70,PA11,A,11,gpio,USART1,CTS,USART1_CTS,remap-1,afio-usart1-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,70,PA11,A,11,gpio,USBHS1,DM,USBHS1_DM,default,,,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,71,PA12,A,12,gpio,CAN1,TX,CAN_TX,default,afio-can-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,71,PA12,A,12,gpio,TIM1,ETR,TIM1_ETR,default,afio-tim1-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,71,PA12,A,12,gpio,TIM1,ETR,TIM1_ETR,remap-1,afio-tim1-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,71,PA12,A,12,gpio,USART1,RTS,USART1_RTS,default,afio-usart1-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,71,PA12,A,12,gpio,USART1,RTS,USART1_RTS,remap-1,afio-usart1-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,71,PA12,A,12,gpio,USBHS1,DP,USBHS1_DP,default,,,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,72,PA13,A,13,gpio,LTDC,B5,LTDC_B5,default,afio-ltdc-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,72,PA13,A,13,gpio,LTDC,B5,LTDC_B5,remap-1,afio-ltdc-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,72,PA13,A,13,gpio,SDI,SWDIO,SWDIO,default,,,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,72,PA13,A,13,gpio,SDI,SWDIO,SWIO,default,,,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,72,PA13,A,13,gpio,SDI,SWDIO,SWDIO,main,,,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,72,PA13,A,13,gpio,TIM8,CH1N,TIM8_CH1N,remap-1,afio-tim8-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,72,PA13,A,13,gpio,USART3,TX,USART3_TX,remap-2,afio-usart3-remap,2,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,72,PA13,A,13,gpio,USART4,CTS,USART4_CTS,default,afio-usart4-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,72,PA13,A,13,gpio,USART6,CK,USART6_CK,remap-2,afio-usart6-remap,2,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,73,PE10,E,10,gpio,FSMC,D7,FSMC_D7,default,afio-fsmc-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,73,PE10,E,10,gpio,FSMC,D7,FSMC_D7,remap-1,afio-fsmc-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,73,PE10,E,10,gpio,TIM1,CH2N,TIM1_CH2N,remap-3,afio-tim1-remap,3,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,73,PE10,E,10,gpio,USART6,TX,USART6_TX,remap-2,afio-usart6-remap,2,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,73,PE10,E,10,gpio,USART8,CTS,USART8_CTS,remap-1,afio-usart8-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,74,PE11,E,11,gpio,FSMC,D8,FSMC_D8,default,afio-fsmc-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,74,PE11,E,11,gpio,FSMC,D8,FSMC_D8,remap-1,afio-fsmc-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,74,PE11,E,11,gpio,TIM1,CH2,TIM1_CH2,remap-3,afio-tim1-remap,3,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,74,PE11,E,11,gpio,USART6,RX,USART6_RX,remap-2,afio-usart6-remap,2,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,74,PE11,E,11,gpio,USART8,RTS,USART8_RTS,remap-1,afio-usart8-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,75,VDD,,,power,,,,,,,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,76,PA14,A,14,gpio,LTDC,B6,LTDC_B6,default,afio-ltdc-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,76,PA14,A,14,gpio,LTDC,B6,LTDC_B6,remap-1,afio-ltdc-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,76,PA14,A,14,gpio,SDI,SWCLK,SWCLK,default,,,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,76,PA14,A,14,gpio,SDI,SWCLK,SWCLK,main,,,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,76,PA14,A,14,gpio,TIM8,CH2N,TIM8_CH2N,remap-1,afio-tim8-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,76,PA14,A,14,gpio,USART3,RX,USART3_RX,remap-2,afio-usart3-remap,2,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,76,PA14,A,14,gpio,USART6,CTS,USART6_CTS,remap-2,afio-usart6-remap,2,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,76,PA14,A,14,gpio,USART8,TX,USART8_TX,remap-1,afio-usart8-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,77,PA15,A,15,gpio,ARGB,OUT,ARGB_OUT,default,,,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,77,PA15,A,15,gpio,I2S3,WS,I2S3_WS,default,afio-spi3-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,77,PA15,A,15,gpio,LTDC,B7,LTDC_B7,default,afio-ltdc-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,77,PA15,A,15,gpio,LTDC,B7,LTDC_B7,remap-1,afio-ltdc-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,77,PA15,A,15,gpio,SPI1,NSS,SPI1_NSS,remap-1,afio-spi1-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,77,PA15,A,15,gpio,SPI3,NSS,SPI3_NSS,default,afio-spi3-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,77,PA15,A,15,gpio,TIM2,CH1,TIM2_CH1,remap-1,afio-tim2-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,77,PA15,A,15,gpio,TIM2,CH1,TIM2_CH1,remap-3,afio-tim2-remap,3,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,77,PA15,A,15,gpio,TIM2,ETR,TIM2_ETR,remap-1,afio-tim2-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,77,PA15,A,15,gpio,TIM2,ETR,TIM2_ETR,remap-3,afio-tim2-remap,3,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,77,PA15,A,15,gpio,TIM8,CH3N,TIM8_CH3N,remap-1,afio-tim8-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,77,PA15,A,15,gpio,USART6,RTS,USART6_RTS,remap-2,afio-usart6-remap,2,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,77,PA15,A,15,gpio,USART8,RX,USART8_RX,remap-1,afio-usart8-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,78,PC10,C,10,gpio,DVP,D8,DVP_D8,default,afio-dvp-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,78,PC10,C,10,gpio,DVP,D8,DVP_D8,remap-1,afio-dvp-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,78,PC10,C,10,gpio,I2S3,CK,I2S3_CK,remap-1,afio-spi3-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,78,PC10,C,10,gpio,SDIO,D2,SDIO_D2,default,afio-sdio-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,78,PC10,C,10,gpio,SDIO,D2,SDIO_D2,remap-1,afio-sdio-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,78,PC10,C,10,gpio,SPI3,SCK,SPI3_SCK,remap-1,afio-spi3-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,78,PC10,C,10,gpio,USART3,TX,USART3_TX,remap-1,afio-usart3-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,78,PC10,C,10,gpio,USART4,TX,USART4_TX,default,afio-usart4-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,79,PC11,C,11,gpio,DVP,D4,DVP_D4,default,afio-dvp-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,79,PC11,C,11,gpio,DVP,D4,DVP_D4,remap-1,afio-dvp-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,79,PC11,C,11,gpio,SDIO,D3,SDIO_D3,default,afio-sdio-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,79,PC11,C,11,gpio,SDIO,D3,SDIO_D3,remap-1,afio-sdio-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,79,PC11,C,11,gpio,SPI3,MISO,SPI3_MISO,remap-1,afio-spi3-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,79,PC11,C,11,gpio,USART3,RX,USART3_RX,remap-1,afio-usart3-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,79,PC11,C,11,gpio,USART4,RX,USART4_RX,default,afio-usart4-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,80,PC12,C,12,gpio,DVP,D9,DVP_D9,default,afio-dvp-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,80,PC12,C,12,gpio,DVP,D9,DVP_D9,remap-1,afio-dvp-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,80,PC12,C,12,gpio,I2S3,SD,I2S3_SD,remap-1,afio-spi3-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,80,PC12,C,12,gpio,SDIO,CK,SDIO_CK,default,afio-sdio-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,80,PC12,C,12,gpio,SDIO,CK,SDIO_CK,remap-1,afio-sdio-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,80,PC12,C,12,gpio,SPI3,MOSI,SPI3_MOSI,remap-1,afio-spi3-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,80,PC12,C,12,gpio,USART3,CK,USART3_CK,remap-1,afio-usart3-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,80,PC12,C,12,gpio,USART4,CK,USART4_CK,default,afio-usart4-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,80,PC12,C,12,gpio,USART5,TX,USART5_TX,default,afio-usart5-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,81,PD0,D,0,gpio,CAN1,RX,CAN_RX,remap-3,afio-can-remap,3,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,81,PD0,D,0,gpio,FSMC,D2,FSMC_D2,default,afio-fsmc-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,81,PD0,D,0,gpio,FSMC,D2,FSMC_D2,remap-1,afio-fsmc-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,82,PD1,D,1,gpio,CAN1,TX,CAN_TX,remap-3,afio-can-remap,3,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,82,PD1,D,1,gpio,FSMC,D3,FSMC_D3,default,afio-fsmc-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,82,PD1,D,1,gpio,FSMC,D3,FSMC_D3,remap-1,afio-fsmc-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,83,PD2,D,2,gpio,DVP,D11,DVP_D11,default,afio-dvp-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,83,PD2,D,2,gpio,DVP,D11,DVP_D11,remap-1,afio-dvp-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,83,PD2,D,2,gpio,FSMC,NADV,FSMC_NADV,default,afio-fsmc-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,83,PD2,D,2,gpio,SDIO,CMD,SDIO_CMD,default,afio-sdio-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,83,PD2,D,2,gpio,SDIO,CMD,SDIO_CMD,remap-1,afio-sdio-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,83,PD2,D,2,gpio,TIM3,ETR,TIM3_ETR,default,afio-tim3-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,83,PD2,D,2,gpio,TIM3,ETR,TIM3_ETR,remap-1,afio-tim3-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,83,PD2,D,2,gpio,TIM3,ETR,TIM3_ETR,remap-2,afio-tim3-remap,2,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,83,PD2,D,2,gpio,USART4,RTS,USART4_RTS,default,afio-usart4-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,83,PD2,D,2,gpio,USART5,RX,USART5_RX,default,afio-usart5-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,84,PD3,D,3,gpio,FSMC,CLK,FSMC_CLK,default,afio-fsmc-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,84,PD3,D,3,gpio,FSMC,CLK,FSMC_CLK,remap-1,afio-fsmc-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,84,PD3,D,3,gpio,USART2,CTS,USART2_CTS,remap-1,afio-usart2-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,85,PD4,D,4,gpio,FSMC,NOE,FSMC_NOE,default,afio-fsmc-remap,0,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,85,PD4,D,4,gpio,FSMC,NOE,FSMC_NOE,remap-1,afio-fsmc-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,85,PD4,D,4,gpio,USART2,RTS,USART2_RTS,remap-1,afio-usart2-remap,1,,#,confirmed,pin-table:zh+pin-table:en
CH32V467VET6,CH32V467,CH32V407,86,PD5,D,5,gpio,FSMC,NWE,FSMC_NWE,default,afio-fsmc-remap,0,,#,confirmed,pin-table:zh+pin-table:en
